,indice,page_number,line_number,text,text_type,speaker,time_added
316,952,37,16,"But to clarify, these are not the only types of synthetic securities.  There could be way, many more out of that.",a,THE WITNESS,start_question
317,955,37,19,Uh-huh. What are the purposes of collateral securities in a synthetic CDO?,q,MR. CROKE,start_chat
318,958,37,22,Objection.,side_chat,MR. ITKIN,start_answer
319,959,37,23,"It really, synthetic CDOs are wasteful instruments and it could be what the counterparties want it to be.  It's",a,THE WITNESS,start_answer
320,963,38,1,Mathur - Attorneys' Eyes Only usually a bilaterally structured instrument.,a,THE WITNESS,start_question
321,966,38,4,"But specifically, what is the purpose of the collateral securities in connection with the synthetic CDO?",q,MR. CROKE,start_chat
322,969,38,7,Same objection.,side_chat,MR. ITKIN,start_answer
323,970,38,8,"My answer is not going to be very different from what I said before.  If you give me a specific instance, I'll try and answer that.",a,THE WITNESS,start_question
324,974,38,12,Okay. Do CDOs that are not synthetic CDOs have collateral securities?,q,MR. CROKE,start_answer
325,977,38,15,"Yes, they may very well be.",a,THE WITNESS,start_question
326,978,38,16,Separate and apart from the reference portfolio?,q,MR. CROKE,start_chat
327,980,38,18,Objection.,side_chat,MR. ITKIN,start_answer
328,981,38,19,There is no reference portfolio in a non-synthetic CDO.  It could just be collateral securities.,a,THE WITNESS,start_question
329,984,38,22,"In a synthetic CDO, there is a credit default swap between the SPV and a credit default swap counterparty, is that correct?",q,MR. CROKE,start_answer
330,989,39,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_chat
331,990,39,2,Objection.,side_chat,MR. ITKIN,start_answer
332,991,39,3,"Yeah, in some cases, it is correct.",a,THE WITNESS,start_question
333,993,39,5,"Okay. And a credit default swap that references a portfolio of securities is typically referred to as a reference portfolio, correct?",q,MR. CROKE,start_chat
334,998,39,10,Objection.,side_chat,MR. ITKIN,start_answer
335,999,39,11,"In some synthetic securities that are backed by CDO obligation, it could be correct.",a,THE WITNESS,start_question
336,1002,39,14,"And in those circumstances when investors purchase notes from the CDO, the cash that investors use is not used to invest directly in cash securities, but rather to invest in collateral securities, is that correct?",q,MR. CROKE,start_answer
337,1008,39,20,Not always.,a,THE WITNESS,start_question
338,1009,39,21,Okay. When is it not?,q,MR. CROKE,start_chat
339,1011,39,23,Objection.,side_chat,MR. ITKIN,start_answer
340,1012,39,24,When the underlying reference obligation is funded.,a,THE WITNESS,start_answer
341,1015,40,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
342,1016,40,2,"And I'm talking specifically here about synthetic CDOs where the reference obligations are not funded and the exposure that the SPV has is through a credit default swap. In those circumstances, the cash that comes from investors that purchase securities can be invested in collateral securities, is that correct?",q,MR. CROKE,start_answer
343,1025,40,11,"Yes, in some case, yes.",a,THE WITNESS,start_question
344,1026,40,12,"And in those circumstances, what is the purpose of the collateral securities?",q,MR. CROKE,start_chat
345,1029,40,15,Objection.,side_chat,MR. ITKIN,start_answer
346,1030,40,16,"Well, it depends on what kind of security we're talking about here.  There are multiple answers to that question.",a,THE WITNESS,start_question
347,1033,40,19,Okay.  Could you give me one?,q,MR. CROKE,start_answer
348,1034,40,20,"Yes.  The cash in a specific circumstance, which could be a credit link note, which is what I was hoping you would talk about, you seem to be alluding to that.  In that case, if the noteholder is a non-bank entity, then unrated position, and",a,THE WITNESS,start_answer
349,1041,41,1,"Mathur - Attorneys' Eyes Only if they post cash as a collateral to the SPV specifically, then that SPV could put that money or cash in securities or deposits.",a,THE WITNESS,start_question
350,1046,41,6,"And if the SPV puts that money in securities, what is the purpose of those securities?",q,MR. CROKE,start_answer
351,1049,41,9,In some cases --,a,THE WITNESS,start_chat
352,1050,41,10,Objection.,side_chat,MR. ITKIN,start_answer
353,1051,41,11,"In some cases, the purpose could be to generate LIBOR.",a,THE WITNESS,start_question
354,1053,41,13,Okay. Are there any other purposes?,q,MR. CROKE,start_answer
355,1055,41,15,There could be.,a,THE WITNESS,start_question
356,1056,41,16,Can you think of any?,q,MR. CROKE,start_answer
357,1057,41,17,Think of any in the sense that -- other than the fact that they are collateral securities?,a,THE WITNESS,start_question
358,1060,41,20,"I'm asking you could you think of any purposes of the collateral securities other than the one you just mentioned, which is to generate LIBOR?",q,MR. CROKE,start_answer
359,1064,41,24,Other than them being a collateral?,a,THE WITNESS,start_answer
360,1067,42,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
361,1068,42,2,"Well, what is the purpose of them being the collateral?",q,MR. CROKE,start_chat
362,1070,42,4,Objection.,side_chat,MR. ITKIN,start_answer
363,1071,42,5,"You want me to redefine the word ""collateral""?",a,THE WITNESS,start_question
364,1073,42,7,No.  I'm asking you what is the purpose of them being of collateral securities?  You just identified that as one of the purposes of them.,q,MR. CROKE,start_chat
365,1077,42,11,Objection.,side_chat,MR. ITKIN,start_answer
366,1078,42,12,To be the collateral of the security.,a,THE WITNESS,start_question
367,1080,42,14,And what is the reason for there being collateral in the synthetic CDO?,q,MR. CROKE,start_chat
368,1082,42,16,Objection.,side_chat,MR. ITKIN,start_answer
369,1083,42,17,"As I said, that is the essence of collateralized debt obligation.",a,THE WITNESS,start_question
370,1085,42,19,And what is the collateral used for?,q,MR. CROKE,start_chat
371,1087,42,21,Objection.,side_chat,MR. ITKIN,start_answer
372,1088,42,22,I just explained to you one of the reasons is to generate LIBOR.,a,THE WITNESS,start_question
373,1090,42,24,Are there any other reasons?,q,MR. CROKE,start_answer
374,1091,42,25,"Well, it depends.  It's",a,THE WITNESS,start_answer
375,1093,43,1,Mathur - Attorneys' Eyes Only synthetic securities.  The primary reason that comes to my mind is to generate LIBOR.,a,THE WITNESS,start_question
376,1096,43,4,Okay.,q,MR. CROKE,start_answer
377,1097,43,5,Could two synthetic parties decide that the collateral securities could also generate something else?  Yes.  But that is not the primary purpose of it.,a,THE WITNESS,start_question
378,1101,43,9,Okay.,q,MR. CROKE,start_answer
379,1102,43,10,Other than being collateral.,a,THE WITNESS,start_question
380,1103,43,11,Okay. Do collateral securities in a synthetic CDO typically have to satisfy eligibility criteria?,q,MR. CROKE,start_chat
381,1107,43,15,Objection.,side_chat,MR. ITKIN,start_answer
382,1108,43,16,"If a synthetic CDO is structured to have eligible collateral securities, then the answer will be yes.",a,THE WITNESS,start_question
383,1111,43,19,Okay. Do you have an understanding of what those criteria typically are?,q,MR. CROKE,start_chat
384,1114,43,22,Objection.,side_chat,MR. ITKIN,start_answer
385,1115,43,23,There is not typical criteria.,a,THE WITNESS,start_question
386,1116,43,24,Okay.,q,MR. CROKE,start_answer
387,1117,43,25,That I understand.,a,THE WITNESS,start_answer
388,1119,44,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
389,1120,44,2,Do you have an understanding of how those criteria are typically set?,q,MR. CROKE,start_chat
390,1122,44,4,Objection.,side_chat,MR. ITKIN,start_answer
391,1123,44,5,"If I don't see there is a typical criteria, how can they be typically set? Or can you explain that to me.",a,THE WITNESS,start_question
392,1126,44,8,Sure. My question to you is do you have an understanding of how it is that the eligibility criteria in a synthetic CDO are negotiated?,q,MR. CROKE,start_chat
393,1131,44,13,Objection.,side_chat,MR. ITKIN,start_answer
394,1132,44,14,So you're asking me how do people negotiate part of the contract?,a,THE WITNESS,start_question
395,1134,44,16,"You just said that in a collateral security there are typically -- sorry, in a synthetic CDO in which there are collateral securities that there can be eligibility criteria for those collateral securities, correct?",q,MR. CROKE,start_answer
396,1140,44,22,I didn't say that.  You did.,a,THE WITNESS,start_question
397,1141,44,23,"I'm asking you, again, for synthetic CDOs with collateral securities, are there typically a set of eligibility",q,MR. CROKE,start_answer
398,1145,45,1,Mathur - Attorneys' Eyes Only criteria that the collateral securities must satisfy?,a,THE WITNESS,start_chat
399,1148,45,4,Objection.,side_chat,MR. ITKIN,start_answer
400,1149,45,5,"I already answered that question. I'll try and do it differently. In some synthetic securities, there could be an eligibility criteria. But it doesn't have to have one.",a,THE WITNESS,start_question
401,1154,45,10,"And in the synthetic CDOs where there is a set of eligibility criteria, do you have an understanding of how those criteria are typically determined?",q,MR. CROKE,start_chat
402,1158,45,14,Objection.,side_chat,MR. ITKIN,start_answer
403,1159,45,15,"I answered that question as well before, that there is no typical determination or a typical eligibility criteria in the first place.  So, unless you're being -- unless you be specific about are you asking me how is it being negotiated -- I don't understand the question.",a,THE WITNESS,start_question
404,1167,45,23,My question is not about whether there is -- at this point my question is not whether there is specifically a typical,q,MR. CROKE,start_answer
405,1171,46,1,"Mathur - Attorneys' Eyes Only set of criteria. The question is specifically this:  In a synthetic CDO in which there is criteria for the collateral securities, do you have an understanding of how the parties that are structuring that synthetic CDO typically agree on that set of criteria?",a,THE WITNESS,start_chat
406,1180,46,10,Objection.,side_chat,MR. ITKIN,start_answer
407,1181,46,11,Okay.  From what I understand from your question is yes.,a,THE WITNESS,start_question
408,1183,46,13,Okay. And what is your understanding?,q,MR. CROKE,start_answer
409,1185,46,15,They talk to each other.,a,THE WITNESS,start_question
410,1186,46,16,And who are the parties in that circumstance?,q,MR. CROKE,start_chat
411,1188,46,18,Objection.,side_chat,MR. ITKIN,start_answer
412,1189,46,19,"Could you be more specific, which parties you're talking about?",a,THE WITNESS,start_question
413,1191,46,21,"Sure. You said that you structured CDO, synthetic CDO during your time at Deutsche Bank, is that correct?",q,MR. CROKE,start_answer
414,1195,46,25,"I answered that already, yes.",a,THE WITNESS,start_answer
415,1197,47,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
416,1198,47,2,Okay. Did any of the synthetic CDOs that you structured during your time at Deutsche Bank have collateral securities in them?,q,MR. CROKE,start_answer
417,1203,47,7,Yes.,a,THE WITNESS,start_question
418,1204,47,8,Did any of those synthetic CDOs that you structured during your time at Deutsche Bank that had collateral securities in them have any eligibility criteria for those collateral securities?,q,MR. CROKE,start_answer
419,1209,47,13,"Some of them may have had, but I don't recall at the moment.",a,THE WITNESS,start_question
420,1211,47,15,And do you recall how it was that during your time at Deutsche Bank when you structured synthetic CDOs that you agreed on those eligibility criteria?,q,MR. CROKE,start_chat
421,1215,47,19,Objection.,side_chat,MR. ITKIN,start_answer
422,1216,47,20,I just said that I don't recall having a set of eligibility criteria in the ones that I was a part of structuring.,a,THE WITNESS,start_question
423,1219,47,23,"So to be clear, is it that you don't recall whether any of the synthetic CDOs that you were involved in structuring",q,MR. CROKE,start_answer
424,1223,48,1,Mathur - Attorneys' Eyes Only had eligibility criteria?,a,THE WITNESS,start_answer
425,1225,48,3,Correct.,a,THE WITNESS,start_question
426,1226,48,4,"Okay. So you don't recall, one way or the other, it's not that you recall, but don't recall how they were set?",q,MR. CROKE,start_chat
